;video_id;comments;;;;;
1598;vGaBcWjt0EU;['Poor sunfish...'];;;;;
1599;8ZNgttunXEc;"['So  cute and sweet', ""Earth Touch used cute news\nArceus fainted! (For being overdosed with adorable)\nIt's super effective!"", 'Aww', 'i cuccioletti sono tutti adorabili !']";;;;;
1600;A7uWrEpZ-1E;['well these guys are in adriatic and i allways try to get them in my bucket', 'So majestic, you should capture it and do experiments on it to for research purposes', 'Why search space when we have so many wonders right here?'];;;;;
1601;zLYXiJ0gUyw;"[""This title is misleading, he's not practicing roaring, he's calling to his mother 🙄 he's too young to even have the instinct to roar 🤦🏾\u200d♀"", '😂', 'You have cat to be kitten me. aww so cute', 'i don t care ..i would take him home', 'ahhh so cute', ""Take a lot of pictures so we can remember how they look like... Soon we'll get rid of them all.. Is that not what we are doing with our planet? Destroying it?!! Sick humans. Kaput world of today!"", 'Well i guess its inclosure so he turn to be fine. In the wild on other hand I doubt he will have good time.', ""Couldn't hear his adorable roars very well over the *cli-CLICK* s and *be-DEEP* s going off."", 'Are you kitten me? Awww', 'Lion cub: Mew! Dang it I want to sound scary like Dad! *Mew*']";;;;;
1602;E8oWUmiRFks;['Where does the Louisiana black bear live -- where in the state?', 'I think i cried a little from the rhino story, The Sumetrian rhino is my favorite mammal in the world', 'I agree with the Prince. For example when a male lion has stopped mating in his pride because of a younger stronger male it makes sense to let a trophy hunter kill that lion for 20k and use that money for wildlife research and management in the area. Obviously we should take a conservative approach when managing wildlife but it has its place.', 'I think the Prince is nuts, how freakin KILLING something HELP animals?\n\n\nImagine is someone used that to justify a serial killer? its bull crap'];;;;;
1603;yFV4SbZv10s;"['Always nice to see an otter get killed', 'But why do i see other videos that reads otters and including badgers and wolverines are bad asses? Misinformation?', 'That’s life , not unfortunate , how else lions survive just so u can sit to enjoy taking photos and post on YouTube', 'that otter wasnt very smart. it was swimming within a whole group of lions.', 'A lion can’t beat a otter in a 1vs1 lmfao there’s literally videos of otters killing lions and cracking lions skulls in 1v1', 'This made me really sad for a second but then I realized what an awesome demonstration of bravery this is. Like yeah you might get me but fuck you take this 🖕🏾', 'Camera man: POor OtTerrr\nMe: Satisfying 😁', 'Finally footage of an Giant Otter loosing a fight', 'Came here to watch the otter get ripped apart after I just saw one kill a turtle', ""Even a gang wouldn't stand a chance""]";;;;;
1604;7kZKm2xFBiw;['Fucking lions', 'we dont need lion', 'Killing for life..', 'Some idiot  is filming assos', 'I want sum buffalo wings now', 'This is very painful to watch.', 'Where is the rescue there???', 'It sure helped the situation.', 'horrible', 'Buffaloe on floors situation has not improved'];;;;;
1605;DiTvX3RuyT0;"['just watch it in 0.25x speed you guys!', 'Cool', ""Oh Earth Touch, you're such a tease!"", 'That lasted just about long enough for me to decide to keep watching. Then it ended....', 'music! i must know the music!', 'too short']";;;;;
1606;jZkIXhfBSvA;"['i have a pet king and queen in a ant farm but I replaced the sand with wood.', '👍👍👍', 'yea all over my expensive house I cannot tent thanks to my health issues grrrrr', 'now I know where those bastards come from!', 'Was the wing thing because of the camera. Like the mantis video?', '0', ""Thank you for my nightmare for the next couple of weeks - I'll come back later to tell you how therapy is coming."", 'Thanks for sharing.\xa0 The best method of subterranean termite control is to avoid water accumulation near the foundation of the home.']";;;;;
1607;ZOIhKH2uy2s;"['How did that guy rescue the penguin? Anyone know?', ""If he had been in his original environment to begin with, he probably wouldn't have gotten sick 😔"", ""'Sea-worlds whale is dying' What a surprise '?"", ""There was two people in Sweden riding ostriches. It's illegal in Sweden."", 'F*ck Sea World', 'yet another human killed by people to destroy the land.\nHumans should be shot if the kill a HUMAN for their own gain.']";;;;;
1608;tgPQXqEIqYs;['i like turtles'];;;;;
1609;piUE3b81q6c;"[""Looks like he's just CLAMbering around!"", 'its like a spuder, but more scary, but at the same time cute.']";;;;;
1610;skqjW1M6O4I;"[""Very cute and I'm so happy to see they're being taken care of!!"", ""Happy babies! I'm grateful they have a safe place to be AND a mud bath!""]";;;;;
1611;V99VcL7kONQ;"[""There are different sides to the 18 Swazi Elephants. Here is the side I agree with: http://www.idausa.org/3-us-zoos-import-18-swaziland-elephants/  The case against sending these 18 souls to U.S Zoo's http://www.idausa.org/campaigns/wild-free2/elephant-protection/"", '+Earth Touch - Great Roundup! Now that i turned my notifications on, i will get all of your uploads! I have been watching the YT channel for the Tennessee Elephant Sanctuary, which is amazing. So far, many santuaries only house the females, so i wonder what the genders are of those 18 going to the zoos. I can imagine males going to the zoos, but hope that the family is kept together.', ""it's sad to see the human race can't share this earth with animals that inhabit it"", 'First!']";;;;;
1612;FzUIw6JP09s;"['I have see similar behaviour (and missed the photo) with devil scorpionfish. At the time I assumed it was a smaller male on a larger female and part of the mating process.', 'He is having sex with the bigger female fish.', 'Perhaps the big one is a female and the smaller one a male fish trying to bond to her?', 'There has been very little research into the behavior and reproductive habits of this species.  The young may be using the elder for camouflage, or as practice for blending into their sub-species environment.  (Orange Sea Sponge)  It may also be a bonding behavior that develops between youth and adult as a form of tending.  The adult also seems to be growing a specific organic film that the juvenile will likely pick up through rubbing and mounting.\n\nSome species of this fish are kept as pets.  I would look for information from breeders.  That may be your best option for observational information.', 'My boys tryna get lucky', ""He's trying to cosplay Master Blaster from Mad Max."", 'Aww, it found a friend', 'i i dont get it ENJOYING HIMSELF', 'None of your business what that tiny frogfish is doing.']";;;;;
1613;0_3wQMhUNOM;"['The Chinese are actively poaching and killing all pangolin species for bullshit folk medicine. Their abuse of pangolins within chinese wet markets lead to pangolins being infected with COVID19 from bats also being sold in the market and then passed that onto the humans buying endangered animals at the wet market. China needs to be stopped at all costs.', 'Walking and talking on the phone with a pangolin on your head. I found a new thing for my bucket list.', 'Looks like she\'s on a phone. ""Yaaasss gurl, my phone\'s fancier than yours!""', ':-)))', 'I love how nonchalant she is.', 'harmless little creature :-)', 'As the first one here - ""That\'s racist!""\n\nYou know... cause she\'s black and stuff...', 'is that not dangerous? pangolins have very sharp claws rihght?']";;;;;
1614;WVuZqennrdU;"['What happened to that Dolphin was disgraceful. Those people are barbaric peasants, no respect for life.', 'The baby dolphin incident proves that so called humans seriously need to grow the F up! Not everything they think is a chance to get a ""selfie"" is right. It\'s actually easy to believe idiots are like this nowadays. Common sense isn\'t common anymore. Bunch of f*#cktards!! Those neanderthal were teaching kids there to gave no respect for wildlife. Just sickening!', 'We must learn not to touch everything. The loss of that baby dolphin was tragic, and totally unnecessary!', ""I'm not even kidding how angry i was reading the news about those stupid people with the baby dolphin. Retards."", ""People really need to realize that animals are living things too, they're some toys to play around with god such a loss :("", ""Oh my fucking god. How fucking stupid can humans be?!?!?!?! ITS AN AQUATIC ANIMAL DON'T TAKE IT OUT INTO THE FUCKING SUN MORONS!! If you ask me, one million people could just die because these morons murdered a baby dolphin."", 'animals should be left in the wild. not manhandled.', 'first']";;;;;
1615;AO-pr3IoSUo;"['Great work!', 'Made my day!', ""That's one awesome lady."", 'Thank god for REST', 'so inspiering', 'Que  Dios los bendiga y les de fuerzas de seguir adelante.']";;;;;
1616;ZaDClB0xl2c;"['shish', ""I'd love to know where that bat found its stash of fruit.""]";;;;;
1617;Xr4qshldhCs;[];;;;;
1618;oUW05J5GYnw;"['Cool', ""I didn't know these existed and now I want to learn more about them.""]";;;;;
1619;_Smx0UsXwew;"['typical Australia\nnow they have 2 headed snakes😁😁', ""Good news about that leopard! Hope they didn't shoot it or something."", 'the fox news was the best, what cuties!']";;;;;
1620;7GQF7iFQQok;"['COVID was definitely leaked from a lab, these little guys would never do us any harm', 'pangolins are my passion', 'This channel deserves more attention and subscribers. The pangolin videos are my favorite to watch.', 'Don’t like their scales, makes my flesh creep, don’t know why, don’t like scaley things', 'Very unique', '""Dig a hole dig a hole dig a hole dig a hole."" -What is going through that pangolin\'s mind at the moment.', 'pangolins and armadillos are so cool! :)', ""OWww c'est trop mignon !! =3"", ""I love the pangolin! So cute and so unique. Please...let's save this wonderful species.""]";;;;;
1621;pRPJi5Eg8FM;['so beautiful'];;;;;
1622;IlNXQJv1RcY;['This makes me really sad'];;;;;
1623;sRQkonZS9ZI;['That panda with his dad or mom is so darn cute. It just looks like a human father helping his young son to climb a tree for the first time. sort of slightly giving him a hand and a gentle push to get him started. It is absolutely adorable.', 'I saw a Manatee Thumbnail so here i am', 'Wow. Well in that case, excuse me while I go... uhh... save the whales. ;;;;;
1624;tvIkcwzjFpQ;"['Herro', ""Thank you for this cuteness! It's gorgeous 😘"", 'What is a fortnight? A night in a fort??']";;;;;
1625;y8qbnKPW7fM;['Wow, I thought it was only a fictional plant from Pandora! 😮', 'Beautiful. Love these guys', 'Anybody know the song in the background', 'woow may i use this footage for a scifi short film?', 'What how do you get the glowing ones', 'Looks cool. Im still convinced all sea life are aliens though. lol', 'Absolutely gorgeous!', 'They are beautiful !', 'I remember these worms from the movie Avatar.', 'Cooooool. Cool. God is great.'];;;;;
1626;rSx1kdfZ8IY;"[""I LITERALLY missed the entire video and had to rewatch it. Do i gotta start down voting this short ass clips?? This isn't insta or vine!"", 'He almost broke his own neck in the process.', 'lol really hard to keep wildlife in focus with highspeed cameras', 'Yuck!', 'cool story bro']";;;;;
1627;SExe_dYrY-A;"['China don’t care its interest is in money and power.', 'I laughted so hard after that fish came out of the water and slapped that girl in the face, Lol X""D', '1:0 fish,blogger.Why training eagles catching drones?Drones are an issue in U.S?Dunno what can be done with pouching anymore.now they shooting people as well.', 'why are they training raptors  to catch drones ?', 'We should have human farming, and show them why living things are not products', ""most ivory from kenya goes to china\nkinda feels like their government doesn't care about wildlife conservation""]";;;;;
1628;dD1rOuPvt_Q;"[""Why don't you put on some tracker collars on each rhino off each family/group then you can track them down."", 'my heart just broke...', ""There should be an effort to contaminate the rhino horn trade with horse hoof trimmings and things like that.\xa0 If people don't know that what they are getting is rhino horn, there will be less of a demand for it."", 'A+++', 'Que Dios los bendiga por cuidar los animalitos.', ""why not spend resources on some sort of guard militia?discourage pouchers. Poaching is illegal so guarding against them should be promoted and should be financed.I understand you cant go shoot people and the whole thing is not black and white but eventually i got feel that's what going to be anyway.Its just matter of lives of animals and stack up numbers of money spend to prove being inefficient."", 'oohhh']";;;;;
1629;5bslBDcEhW8;"['Or the urchin feeds off crab?', ""That's fucking sick mate!"", ""how do you know that the sea urchin isn't pierced in the crab?"", 'The Reverse Hodor', 'OR sea urchin uses crap to get a lift.', 'I want a relationship like this.', 'Is this a first time seeing an urchin on a crab?']";;;;;
1630;VHZFEB1g7lo;"['His perfection... 💖🤩', ""The Sojnds Are Unlike Any Slow Loris Sound I've Ever Heard. I've Heard A Slow Loris Cry. I've Heard Them Hiss. But Ive Never Heard This One. It Sounds, Interesting To Say The Least."", 'I so much wish slow loris, I would take very well good care for him. Ach jo I want slow loris crying his so sweet.', ""These people are experts at what they're doing. Of course the animals are anxious about having dental or health care. The slow loris was chattering but being good. He looks like such a cute lil baby ❤"", 'Slow lorises can be venomous. How did the dentist manage to keep this one calm?']";;;;;
1631;9cNf2BwvGeU;"['Wow I think this news story is one of your saddest yet... needs some happy balance...', ""I've lived in Thailand since 2006. Never been to the Tiger temple, but have a couple friends who worked/volunteered at the Tiger Kingdom in Chiang Mai, where I live. I know there's a lot of rumors about them drugging the tigers, to make them more docile, but if you've ever been there and/or talked to anyone who's worked there, you'd know that's not true.\nThe tigers have plenty of energy (especially when playing with each other) and I haven't heard of or witnessed any mistreatment (and I volunteered my time there for a couple of months). They are caged, but are rotated around, so they *all* have time to mingle with other tigers (of the same age) and play in the large enclosure, which has a pond and some other stimuli, like toys, tires, etc.\nI think anyone who buys a large cat and/or a wild animal to keep in a cage as a pet is idiotic and is guilty of mistreatment and animal cruelty. Happy to hear that the law was changed over there, to try to stop this from happening as it is a big problem there."", 'fuck  that  homans....!', ""People need to wake up and stop over-reacting and putting 'bans' on hunting, especially if e.g. the US put ban on lion trophy imports, it hurts the economies of other countries such as a Zimbabwe, Botswana, South Africa and any other country which relies on hunting and also lion hunting as an avenue for income. Beside the economic value of the lions, if there is no demand for lions (hunting them) people will no longer keep hunting concessions open therefore having those huge areas of land become cattle farms again. When this happens all the animals will be decrease in number and then you have a DRAMATIC loss in the population of all species not just lions etc. So yes maybe its not the most appealing method of conservation but hunting is KEY to the abundance of African wildlife, there are at the moment countless game breeders which as a result have tripled the biomass and population of many african species, why do you think there was such an increase? because there was demand for the animals for hunters. So bottom line, hunting maybe means some animals get hunted but the areas where people hunt also sustain many more animals reliant on that very land. And there is already significant restrictions on hunting already so stop trying to boycott the industry and destroy the economies of other countries and consequently diminish the population of the very animals you so love."", 'I\'m glad they started destroying the ivory. The only way to truly discourage thieves is to obliterate their prizes. Even if you ""confiscate"" goods taken from poaching elephants, you still are in possession of good that were harvested from this evil act. The only way to kill this is to destroy the very thing that the poachers want - and that\'s any sort of Ivory that comes out of it.', ""Stop killing animals! Everyone...everywhere! Cease and desist! Find another way to assuage your greed. The animals of the world need our love and protection.*** I don't know what to think about the Tiger Temple,  but I know the head monk has a beautiful relationship with one tiger that's been there since birth. No matter what, that particular tiger should not be forced to leave. Those tigers are not capable of living in the wild, so if they take them away they'll need to set up a sanctuary for their lifelong care. Who will fund that?*** I love ellies!*** And the sloth crossing the road was the cutest sloth I've ever seen! He was actually smiling!"", 'Some images may be disturbing at first light but the light is good and darkness shall not overcome it!', 'What side of the road did they put the sloth on? Hahaha', ""I'm Kenyan and all the ivory poached over here goes to China\ni wish the chinese were more strict about ivory trade""]";;;;;
1632;gFT3pXygu6s;"['Ha ha ha ha that Panda was having a blast!!', 'I love this planet!', ""Baby mounty lions...aww, so cute! I want to snuggle them. But mum is doing a great job of taking care of them. I don't think she wants to share! Good mama mountain lion!"", 'Otters are some of my favourite animals']";;;;;
1633;h2DGSxdqIrk;"[""What is w/the length of these videos? I'd understand if u had a section w/short versions of your longer videos, for ppl who just wanna show a coworker something real quick, but generally ppl like their animal videos to be longer. Not just quick snippets. They wanna learn all they can about whatever animal they're watching. And most of your videos I see, are short as shit. Before you start creating new series about animal sex, let's work on our normal animal videos first.""]";;;;;
1634;y4cLiOmVK90;"['Just shit up kid we gotta toughen that neck up for later on in life when a Lion gets ahold of ya you’ll have a chance.', '🤣🤣🤣Look at this one it’s throwing an all out tantrum. Probably wants to go to Chuck E. Cheese’s but mom is like no we gotta move. The demon robotic else that calls the children😈😈😈', '“Mom! You’re embarrassing me!”', 'That is how my dad moved me around the house until i was 18.', 'The worlds angriest squeaky toy', 'Hyena cub throws MASSIVE TANTRUM : *FURIOUSLY BAD CLARINET NOISES INTENSIFY*', 'I like how carrying a screaming toddler out of somewhere is universal.', 'Baddest dog on the planet', 'Hyena mom: Time for your bath\nHyena Cub: Not a bath anything but a bath!', ""-Dad, put me down!\n-I'm mom\n-Wow, your d*ck is huge, mom""]";;;;;
1635;gditl1cNhLQ;"['Thank you to Warsaw!', ""Came across your channel over a year ago, but only now discovering how great it is. Thanks for the great content it's very educational and you deserve more subs than you have."", 'Bravo Warsaw!', 'Agree with the detained man']";;;;;
1636;cIUMow8VVxc;['I assume Earth Touch is no longer doing the longer episodes of Wild Oceans.'];;;;;
1637;DOazV9H74Vw;['What species macaque?', 'COPYRIGHT INFRINGEMENT !!!!', 'SO cute!!!', 'are they seeing their reflection in the lens? they seem to really be looking right into that area...so curious! :-))', 'selfie masters :D', 'they just have better lighting =p lol', 'I love it.', 'yes. yes they do.'];;;;;
1638;W4CxXwkZQXM;"['I just wish you would leave a link for more in depth news to these news bites.  Dont get me wrong, I ABSOLUTELY and love the clips!  Keep up the good work!!', 'show more sea stuff', 'I feel like you need to do this every once a month and make it 5 minutes', 'BAN IVORY!!', '3D Praying mantis\n. . .\nWhat? That\'s the dumbest thing I\'ve ever seen.\nNot only would praying mantises *NEED* binocular vision capable of 3D in order to make the precision strikes on prey that they *must* preform to survive.\nBut the 3D ""glasses"" were not put onto the three small eyes on the top of the mantis head.\nEither the entomologists responsible for this ""research"" don\'t know that mantises have 5 eyes - or they didn\'t care and invalidated their already unnecessary research intentionally.', 'The bird death is very unfortunate but also very worrisome...', 'Great 2min Break ET, but";;;;;
1639;LFpk448qjKQ;['Oh no. And the way he actually thought he was a dog, the way he played with Duma. Oh so sad', 'что сейчас с Элли? где она?', 'rest in peace ellie', 'Use pot liqupr', '🙏🌺♥️🌺🙏🌺♥️🌺🙏', 'Amori❤', 'why and i know this is nothing to do with the post .but while we sitting here thinking electric company just stole my entire xmass and i cant even aford heating .why are we watching millionair foot ballers giving each other faces of each other for xmass.on re[eat every add almost.', '💤💤💤', 'More Objects for Facts', 'Gracias gente maravillosa que se preocupa por los animales indefensos, espero que Dios los bendiga.'];;;;;
1640;CKN5H1bZJ8g;['Nasty orangutan....', 'yes so very CUTE those polar bears got some snow in their NAUTURAL HABITAT OF SAN DEAGO', 'Those orangutan not gito and Osaka they are budi and jemmi', 'They should have snow 24/7..'];;;;;
1641;hdsbpoRE18Q;"['Too close for comfort of the animals hunting. 😢😢😢', 'السلام عليكم الفيديواممتع للغاية', ""It's not that the lionesses didn't know what they was doing, they was cautious due to so many eyes looking at them, no body wants to be the center of attention"", 'Bu hayvanlar tıpkı içi boş bir kabağı benziyorlar alanda diş var  ondan devasa boynuzları var malesef boş', 'Why film.that close though.', 'The lioness making the actual kill with the bite to the neck should have the \'\'lioness\'s"" share of the meal 🤣', 'Are females ever eaten? Seems like 99% of all these videos you see a pair of balls.', 'The kudu went into shock quite early in this attack, allowing for any easy kill.', 'Human beings are so strange.', 'Typical moronic humans invading the space of the lions.']";;;;;
1642;gjYp0yINZ8I;['Ahem, nothing to see here.  Move along please.', 'I love these creatures so much!', '(^__^)', 'Awesome creature!'];;;;;
1643;s5_2XtJ8jFs;['what kind of fish is this?', 'OOOOOHHHHHHHHHHHH', 'Haha we have these all over the place in our country', 'Wild mudkips', 'great footage thanks for posting'];;;;;
1644;wuJU-IzjTDM;"['You guys have top level transition game', 'i like these videos, keep up the good work!', ""There have been an unusual number of humbbacks in Southern California waters this last year. \nIt is terrible that we're loosing whales in fishing line. My heart breaks because that pod of orcas only has a few, and the loss of even one is a tragedy. Whales are extremely sensitive and emotional creatures";;;;;
1645;vNr-vOv2Byo;['Spy crab. We got a SPAH!', 'reminds me of my ex wife', 'woah does that crab have fins?', 'That is the coolest shit ever'];;;;;
1646;vNCQiSAprfQ;['Please flim more!', 'So cute', 'oh I wish it were longer...too cute', ':)'];;;;;
1647;Q9sbF0zGecs;['Why did the zebras belly just went bananas ?', 'My god that Zebra.', 'The SHARK IS MAJESTIC .... so beautiful .. haha and the other one that attacked the cage was funny, what a thrill ! Wish i was in the cage !! Thanks to you guys we get to see it all !!!', 'banana eating bat is definitely up there on the cutest things of all time', 'bel video grazie !', 'Lol i thought the baby lions were poop', 'I loved the 20 foot great white shark! I really do hope they get bigger than this one day.'];;;;;
1648;8JBL54w5MAc;"['That happened so fast for a slow known predator....', ""when a sea cucumber is in danger, it errupts it's insides in a thing called evisceration. it basically farts its lungs out to confuse the enemy.""]";;;;;
1649;13JYMAs8Ywk;['He can barely hold his little self up lol so so cute..grow stronger and stronger..god bless you all 🙏🙏', 'Lanky Jong attempts to climb all over his mother', 'wao exelent'];;;;;
1650;YZFh7aO83rY;['The hare disappeared in the snow lol', 'did the hare survived?'];;;;;
1651;bPlzNI9SIac;['THEY WERE PENETRATING IT WITH THEIR BEAKS', 'they wernt attacking it more like checking it out', 'My dream is to be buried in a sea of baby penguins.'];;;;;
1652;C5WYeuOCmKY;['Oh how adorable   yeah I want one too', 'soo cute 😍😍 😍😍I want  one', 'So freaking cool!', 'Incredible'];;;;;
1653;JGFQsQNdwPI;['0:16 spontaneous sex', 'this is the 5th time ive seen this video on my youtube feed. reupload or borrowed footage. annoying', 'I heard they also like rape.'];;;;;
1654;sJ8qR4yHY7s;"['cool', 'I love this short roundup so much! Please keep doing them.', 'I love this series. 2 minute round up really makes my week. <3', ""... i hope those animals survive. But i would not be surprised if they didn't. The Stingray C-sec was pretty impressive"", ""I remember seeing that beautiful tigress released into the wild. She was one fierce creature! I'm absolutely overjoyed to see that she has two cubs! Good luck to the gorgeous tigress and her two sweet cubs."", ""The robot chomping shark didn't live up to my expectations""]";;;;;
1655;zXx-g31J22c;"['.....Save beautiful Tasmania from the CCP (Chinese Communist Party) AMERICA at all cost and STOP allowing them to use Tasmania as the Gateway (which it is) to the Antarctic as we all know they Militarize everything, stand up Tasmania like the RIGHT Political side (non-sell-outs) of your mainland / motherland... I absolutely LOVE Tasmania and HATE to see this being taking over and also giving a bad name because of i allowing BAD people to take over and use it as their gateway to the Antarctic to do or install god knows what... Global warming ""testing"" my ass.... @/americaandaussiefreindsforever and this includes our beautiful Tasmania.... Stop listening to China - Please..... Chins has a plan and trust me, it does not include Tasmania in the end, only for now to use you by way of giving out money for certain things and access - JUST SAY NO! Find the government officials already selling or sold out and put them on trial, LOCK THEM UP! It is getting so bad, its the only way as in a FULL GUT! Just know America & its allies have your BACK, y9our not ALONE, not even close... The only way you become alone is if you do what the Philippines did and choose the quick money now for zero freedom or maybe even death by the CCP later.... Choose Freedom now and for your kids, grand-kids, etc... @/fightback @/tassmaniathebeautiful BTW: You know how many Chinese students are linked to the CCP\'s military spies, it would shock you, y9ou must do a GUT and just be called whatever they will call you as had happened to America, its infiltrated already, do it now.... Also keep a close eye on them in the Antarctic.... We love you guys, we will WiN ` TOGETHER!... @', 'Save the Tasmanian devil', 'Similar to AIDS which cause the patient to have the skin cancer.', 'Are they eating KANGAROOS?? \nOMG!!', 'O did not know they were still existing.', 'I have a toy Tasmanian devil  I named him Alvin hes on my video if you guys feel bad for my only favorite land predator  click my channel thumbnail  its called Alvin boom if and only if you guys in the comments want to see it you can', ""those dumb dogs and people don't seem to care"", 'to me Tasmanian devil are the smartest land mammal', 'they are the only land animal I love because they are awesome', 'The Tasmanian facial tumors are caused by toxic industrial chemical from the forestry industry in Tasmania.\xa0 This truth is politically and commercially inconvenient so they are searching for a ""contagious cancer"" cause which is bullshit.']";;;;;
1656;TdAdcWFGsCs;['Hi *Crawl away slowly*'];;;;;
1657;FIpkLVL1eUs;['For a brief moment, I thought the little guy was a goner! Haha!'];;;;;
1658;aNczXTiJm-s;"['""Don\'t run"", said every c0ck$uck3r who can\'t control their animal ever.', ""Don't run... yeah"", ""better hope those ''dragons'' wont have evolution later into real dragons....they probbly remember the sticks.=]"", 'ANIMAL ABUSE! WHY DO YOU POKE IT WITH STICKS WHEN YOU ARE THE ONES INVADING THEIR HOME?!', 'I was gonna ask if we really needed disclaimers, but then I remembered there are easily offended people.']";;;;;
1659;SWccrjThoKI;"['Big Cat Diary is my favorite BCC series. It will be allowed to be on the wildlife reserve.', 'Fracking should be banned everywhere.', 'Yes, it will be a wildlife resvere. Big Cat Dairy is my favorite BBC Series.', ""Fracking in Botswana...WTF!!! That must halt before it even starts,or those poor animals won't have any chance!!!"", 'no', 'Fracking is devastating.', 'Omg! No!!! Why would anyone poison those beautiful lions? I have been watching the Marsh pride for many years. That broke my heart.', ""Fracking's been done in Montana, and it destroys the water supply! We've been fighting to keep it out of here for years."", 'i love these videos', 'So the new whale mixtape just dropped. Hell yeaaaaa brooo']";;;;;
1660;JI6G75BfZLc;"['Great footage! They are really having fun.', '60fps. Glorious.', ""They're really enjoying themselves. Wonderful footage!"", ""To answer the title, yes, they're everywhere in the Middle-east.""]";;;;;
1661;fBU9Ggygx-k;"[""Doesn't the venom of the snail have an impact on the octopus? Or is this a non-venomous snail species?"", ""I'm so sad you don't seem to make full episodes of Wild Oceans anymore. It was my favourite series. :(""]";;;;;
1662;1DuqxTfzYVM;['So cute I would love to have I would give him fart kisses', 'Thank you for saving them. I love pangolins 🥺', 'I want a pangolin for my birthday', 'bury the son', 'And so it began...', 'This did not age.', 'It curling up looks so adorable.', 'ahhh the pangolin is soooo adorable <3', 'So sweet! 😊', 'You guys are really awesome. This channel needs to gain some popularity.'];;;;;
1663;SAMg7kOhatk;"['I am not proud of being a norwegian citizen.\nShame on you norway, you can be better than this.', 'A lot of feelings in this discussion and not much knowledge.', 'well Norway you just lost yourself a fan.', ""...have we fucking learned nothing? stop hunting them wolves!!! and rhinos... just don't kill anything unless you are going to eat it or it is threatening your life... literally at that moment, not perceived, irrational fear."", 'why would they allow people to start hunting wolfs that were almost wiped out to start killing them again, might as well as just kill them all why your at it! >:(', ""Dam these two minute round ups aren't longer enough for me!"", '""Spiritual symbols."" Religious people need to remove themselves from the alternate realities they\'ve constructed for themselves. The tortoises are just flesh and bone, people. Nothing more, nothing less.', 'Iam  very against legalizing rhino horn ,this will just wipe out wild rhinos from poaching', 'No selling rhino horns, killing wolves anywhere and taking turtles out of their happy environment and keeping them in horrific pens. Everyone just stop hurting animals. They need our respect and protection.', ""Those people signed up to kill 16 wolves? 16?? And that's half the total population? Oh good grief, Norway. 32 wolves is hardly a overpopulation problem. That's like 3 packs and a couple loners. Ridiculous.""]";;;;;
1664;OhDb2wiGrOs;['OMG THAT HIPPO IS SO CUTE!!!!!! CUTEST ANIMAL THERE!!!!!!!!!!!', 'Very nice indeed. Thank you!'];;;;;
1665;SUNBxs54bQA;"[""I know this video is years old so I'm sorry for the notification this brings\nBut man is that nautilis adorable, i love them and hope they're still somehow doing good ";;;;;
1666;W4z6TSyhkEE;"['His head was like a seesaw.', 'adorabe ellie', 'Far cry 4', 'They were filming a documentary to help support awareness for the Elephants do keep them from being poached to extinction.\nNow the cameraman has crippling fear of Elephants and hates them.\n10/10', '0:02 *""It was at this moment they knew they F\' \' \' \' \' \' up""*  jk but it was like ""oh shit, turn the engine on now!.', 'Bobble head elephant.', ""ANIMAL ABUSE WHY ARE YOU FILMING THAT ELEPHANT IT DOESN'T WANT TO BE FILMED"", ""Who else thought that was sort of cute? The way the elephant's head moved as it ran!"", 'He hates Fords :)', 'The driver was like dip dip dip!!!!']";;;;;
1667;8DwG3BCKF-M;"['Look stink', ""Hyenas are really incredible creature's. And I always smile whenever I see a mama Hyena with her cub. It's so precious."", 'If you thought going into labor was painful... Look up what hyenas go through', 'лапочки', 'А-а-а-а не думала что наткнусь на такое милое видео💗👍🏼', ""-Dad dad dad dad\n-I'm mom\n-Damn yo dick huge"", 'Fun fact about hyenas both male and females have penis', 'Love hyenas ❤❤❤❤', 'Hyenas need to hire a new PR team. They are so misunderstood.', 'Jaja qué lindos son ❤']";;;;;
1668;AFDn4ayRXSY;"['We should leave animals to themselves in the wild. Test on humans, yeahhhhh🤓, especially, the psychopathic trolls on animal channels...yipppppy', ""Chimp testing is bad they are dying out because of testing and who cares about a few humans dying we are guests of nature don't destroy it"", ""I'm just here for my 2-min round up, nothing else nothing less."", 'The armodilo is super cute!!!!!', 'WHAT?!? NO! But testing on chimps is much better than testing on humans, now drug testing will slow down and people might die because a drug that would have been available if chimp testing was available is not...']";;;;;
